es_load,free_storage_size_ratio_L1,free_storage_size_ratio_L2,can_L1_fit,can_L2_fit,service_size,estimated_fetch_time,is_popular,charm,service_request_frequency,nearby_servers_count,cached_in_nearby_servers,es_request_frequency,action
0.05,0.01275,0.80582421875,False,True,2.979,0.3356831151393085,False,10.933961378188656,0.0,0,False,1111.111111111111,L2
0.055,0.01275,0.800005859375,False,True,4.149,0.21911084817809331,False,10.118338504634718,0.0,0,False,1250.0,L2
0.04,0.01275,0.79190234375,False,True,5.311,0.23536057239691208,False,11.299049973218883,0.0,0,False,1000.0,L2
0.045,0.01275,0.781529296875,False,True,8.277,0.13424080114910125,False,10.167167646523845,0.0,0,False,1428.5714285714287,L2
0.05,0.01275,0.76536328125,False,True,8.823,0.11334013374135782,False,10.177466624675093,0.0,0,False,1428.5714285714287,L2
0.05,0.01275,0.748130859375,False,True,5.266,0.189897455374098,False,10.136047978112865,0.0,0,False,1428.5714285714287,L2
0.04,0.01275,0.737845703125,False,True,5.985,0.20885547201336674,False,10.359799978321817,0.0,0,False,1428.5714285714287,L2
0.045,0.01275,0.72615625,False,True,0.699,1.5895724050230489,False,10.224040736572665,0.0,0,False,1250.0,L2
0.05,0.01275,0.724791015625,False,True,5.977,0.1673080140538732,False,11.160442601263405,0.0,0,False,1250.0,L2
0.055,0.01275,0.7131171875,False,True,0.797,1.1406410402646288,False,11.770515370615938,0.0,0,False,1428.5714285714287,L2
0.055,0.01275,0.711560546875,False,True,6.17,0.14734050390452336,False,11.712708840010707,0.0,0,False,1250.0,L2
0.055,0.01275,0.699509765625,False,True,5.1,0.17825311942959002,False,10.698583177149924,0.0,0,False,1666.6666666666667,L2
0.05,0.01275,0.689548828125,False,True,4.688,0.21331058020477817,False,10.189726353699312,0.0,0,False,1428.5714285714287,L2
0.045,0.01275,0.680392578125,False,True,5.007,0.22191154605774138,False,10.122392595916539,0.0,0,False,1111.111111111111,L2
0.045,0.01275,0.67061328125,False,True,3.054,0.3638215818962381,False,10.33765323128586,0.0,0,False,1000.0,L2
0.055,0.01275,0.6646484375,False,True,7.056,0.12883941455370027,False,10.208788628003129,0.0,0,False,1111.111111111111,L2
0.055,0.01275,0.6508671875,False,True,4.416,0.20586297760210803,False,10.333006756687617,0.0,0,False,1250.0,L2
0.055,0.01275,0.6422421875,False,True,7.822,0.11622231003463425,False,10.51317606636854,0.0,0,False,1250.0,L2
0.055,0.01275,0.62696484375,False,True,7.373,0.12330000123300001,False,10.664809696444463,0.0,0,False,1666.6666666666667,L2
0.055,0.01275,0.612564453125,False,True,4.867,0.18678670825784038,False,10.059938927027778,0.0,0,False,1111.111111111111,L2
0.055,0.01275,0.60305859375,False,True,8.2,0.11086474501108648,False,10.390070667399584,0.0,0,False,1111.111111111111,L2
0.05,0.01275,0.58704296875,False,True,7.276,0.13743815283122596,False,11.020131715580455,0.0,0,False,1428.5714285714287,L2
0.05,0.01275,0.57283203125,False,True,6.985,0.14316392269148176,False,17.757511663860388,0.0,0,False,1000.0,L2
0.05,0.01275,0.559189453125,False,True,5.072,0.1971608832807571,False,11.605273464823,0.0,0,False,1250.0,L2
0.055,0.01275,0.549283203125,False,True,6.819,0.13331733525310296,False,17.941845270815737,0.0,0,False,1000.0,L2
0.05,0.01275,0.53596484375,False,True,5.889,0.16980811682798438,False,10.452684251002083,0.0,0,False,1666.6666666666667,L2
